Lead Origin,Lead Source,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Specialization,What is your current occupation,Tags,Last Notable Activity
API,Organic Search,1,3.0,1358,3.0,SMS Sent,Travel and Tourism,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,0,2.0,183,2.0,Email Opened,Marketing Management,Unemployed,Already a student,Email Opened
Landing Page Submission,Google,0,6.0,132,6.0,SMS Sent,E-COMMERCE,Unemployed,Ringing,SMS Sent
Landing Page Submission,Direct Traffic,0,2.0,228,2.0,Email Opened,Human Resource Management,Unemployed,Already a student,Email Opened
Landing Page Submission,Google,0,2.0,272,2.0,Converted to Lead,Human Resource Management,Unemployed,Graduation in progress,Modified
Landing Page Submission,Direct Traffic,0,3.0,135,3.0,Email Opened,Human Resource Management,Unemployed,Ringing,Email Opened
Landing Page Submission,Organic Search,0,9.0,901,9.0,Email Opened,"Banking, Investment And Insurance",Unemployed,Ringing,Email Opened
Lead Add Form,Reference,1,0.0,0,0.0,Email Opened,Marketing Management,Student,Will revert after reading the email,Email Opened
Landing Page Submission,Direct Traffic,0,7.0,202,7.0,Page Visited on Website,IT Projects Management,Unemployed,Already a student,Modified
API,Olark Chat,1,0.0,0,0.0,Email Opened,Unknown,Unemployed,Unknown,Email Opened
API,Google,0,1.0,91,1.0,Email Bounced,Unknown,Unemployed,Interested in other courses,Modified
Landing Page Submission,Organic Search,0,5.0,296,5.0,SMS Sent,Media and Advertising,Unemployed,switched off,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unemployed,Already a student,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Google,0,7.0,1098,2.33,Converted to Lead,Business Administration,Unemployed,switched off,Modified
Landing Page Submission,Direct Traffic,1,3.0,1532,3.0,Unsubscribed,Human Resource Management,Unemployed,Will revert after reading the email,Unsubscribed
Lead Add Form,Welingak Website,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Email Opened
Landing Page Submission,Google,0,5.0,336,5.0,Page Visited on Website,Supply Chain Management,Unemployed,Interested in other courses,Modified
Lead Add Form,Welingak Website,1,0.0,1463,0.0,Email Opened,Unknown,Unemployed,Closed by Horizzon,Modified
Landing Page Submission,Organic Search,1,6.0,340,6.0,Page Visited on Website,Human Resource Management,Other,Will revert after reading the email,Modified
API,Olark Chat,0,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Ringing,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Student,Already a student,Modified
Landing Page Submission,Organic Search,1,3.0,1080,1.5,SMS Sent,"Banking, Investment And Insurance",Unemployed,Will revert after reading the email,SMS Sent
API,Organic Search,0,4.0,310,4.0,Converted to Lead,Unknown,Unemployed,Ringing,Modified
Landing Page Submission,Direct Traffic,1,3.0,1292,3.0,Email Opened,Finance Management,Unemployed,Unknown,Email Opened
Landing Page Submission,Organic Search,1,2.0,1106,2.0,SMS Sent,Operations Management,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,0,1.0,36,1.0,Email Bounced,E-Business,Unknown,Unknown,Modified
API,Olark Chat,1,0.0,0,0.0,SMS Sent,Operations Management,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,0,2.0,190,2.0,Email Opened,Supply Chain Management,Unemployed,Already a student,Email Opened
Landing Page Submission,Direct Traffic,1,3.0,135,1.5,SMS Sent,Operations Management,Unemployed,Will revert after reading the email,SMS Sent
API,Olark Chat,1,2.0,1446,2.0,Email Opened,Marketing Management,Unemployed,Closed by Horizzon,Modified
Lead Add Form,Welingak Website,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
Landing Page Submission,Direct Traffic,0,1.0,60,1.0,Converted to Lead,IT Projects Management,Student,Already a student,Modified
Landing Page Submission,Direct Traffic,0,5.0,169,2.5,Page Visited on Website,Healthcare Management,Unknown,Unknown,Page Visited on Website
Landing Page Submission,Direct Traffic,1,5.0,1694,1.67,Email Opened,Finance Management,Unemployed,Closed by Horizzon,Email Opened
Landing Page Submission,Direct Traffic,0,13.0,243,3.25,Email Opened,IT Projects Management,Unemployed,Ringing,Email Opened
Lead Add Form,Reference,1,0.0,0,0.0,Email Opened,Human Resource Management,Student,Will revert after reading the email,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unemployed,Already a student,Modified
Landing Page Submission,Direct Traffic,0,4.0,32,4.0,Email Opened,Human Resource Management,Unemployed,Ringing,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Google,0,4.0,120,1.0,Page Visited on Website,Unknown,Unemployed,switched off,Page Visited on Website
API,Direct Traffic,0,7.0,60,7.0,SMS Sent,Unknown,Unemployed,Ringing,SMS Sent
Landing Page Submission,Direct Traffic,0,3.0,1321,3.0,Email Opened,Retail Management,Unemployed,opp hangup,Email Opened
Lead Add Form,Reference,1,0.0,0,0.0,Email Opened,Hospitality Management,Student,Will revert after reading the email,Email Opened
API,Google,0,5.0,1548,1.0,Olark Chat Conversation,Unknown,Student,Already a student,Olark Chat Conversation
Lead Add Form,Reference,1,5.0,1790,1.25,Email Opened,Finance Management,Unemployed,Will revert after reading the email,Email Opened
Landing Page Submission,Direct Traffic,0,2.0,314,2.0,Email Opened,Marketing Management,Unemployed,Already a student,Email Opened
API,Olark Chat,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Organic Search,1,3.0,16,1.5,Email Opened,Human Resource Management,Housewife,Will revert after reading the email,Email Opened
Landing Page Submission,Direct Traffic,1,8.0,1631,4.0,SMS Sent,Media and Advertising,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,0,2.0,1450,2.0,Email Opened,Marketing Management,Unemployed,Already a student,Email Opened
API,Google,1,2.0,865,2.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,5.0,166,5.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,Ringing,SMS Sent
Landing Page Submission,Google,0,4.0,27,4.0,SMS Sent,Finance Management,Unemployed,Ringing,SMS Sent
Landing Page Submission,Direct Traffic,0,4.0,339,4.0,Email Opened,Business Administration,Unemployed,Ringing,Email Opened
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unemployed,Already a student,Email Opened
Landing Page Submission,Google,0,4.0,113,4.0,Email Opened,Finance Management,Unemployed,Ringing,Email Opened
Landing Page Submission,Google,1,1.0,822,1.0,Converted to Lead,Finance Management,Unemployed,Will revert after reading the email,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Student,Already a student,Modified
Landing Page Submission,Google,0,4.0,1065,4.0,SMS Sent,Finance Management,Unemployed,switched off,SMS Sent
Lead Add Form,Reference,1,0.0,0,0.0,Email Opened,Human Resource Management,Working Professional,Will revert after reading the email,Email Opened
Landing Page Submission,Direct Traffic,0,1.0,1606,1.0,Email Bounced,Unknown,Unemployed,Already a student,Email Bounced
Landing Page Submission,Google,1,4.0,1337,4.0,Page Visited on Website,Marketing Management,Working Professional,Will revert after reading the email,Page Visited on Website
Landing Page Submission,Direct Traffic,1,3.0,1371,3.0,SMS Sent,Business Administration,Working Professional,Will revert after reading the email,SMS Sent
API,Olark Chat,0,1.0,1687,1.0,Email Opened,Unknown,Unemployed,Already a student,Email Opened
Landing Page Submission,Google,0,3.0,338,3.0,Email Opened,Human Resource Management,Unemployed,Ringing,Email Opened
Landing Page Submission,Organic Search,0,7.0,24,7.0,Email Bounced,IT Projects Management,Unknown,Unknown,Modified
Landing Page Submission,Google,0,5.0,60,5.0,Email Opened,Marketing Management,Unemployed,Interested in other courses,Email Opened
Landing Page Submission,Google,0,2.0,465,2.0,Converted to Lead,Finance Management,Unemployed,Lost to Others,Modified
Landing Page Submission,Google,1,4.0,1005,4.0,Email Opened,Human Resource Management,Unemployed,Will revert after reading the email,Email Opened
API,Google,0,3.0,35,3.0,Unsubscribed,Unknown,Unemployed,invalid number,Unsubscribed
Landing Page Submission,Google,0,5.0,408,5.0,Email Opened,Travel and Tourism,Unemployed,Ringing,Email Opened
Landing Page Submission,Organic Search,0,3.0,1531,3.0,Email Opened,IT Projects Management,Unemployed,number not provided,Email Opened
Landing Page Submission,Direct Traffic,1,3.0,1247,3.0,Email Opened,Marketing Management,Unemployed,Will revert after reading the email,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Ringing,SMS Sent
Landing Page Submission,Organic Search,0,2.0,172,2.0,Converted to Lead,Supply Chain Management,Unemployed,invalid number,Modified
Landing Page Submission,Organic Search,0,13.0,217,4.33,Email Opened,Finance Management,Unemployed,Interested in other courses,Email Opened
Landing Page Submission,Direct Traffic,0,1.0,281,1.0,Email Bounced,IT Projects Management,Unemployed,Already a student,Modified
Landing Page Submission,Direct Traffic,0,2.0,62,1.0,Converted to Lead,Retail Management,Unemployed,switched off,Modified
Landing Page Submission,Google,1,5.0,57,2.5,Email Opened,Finance Management,Working Professional,Closed by Horizzon,Email Opened
Landing Page Submission,Organic Search,0,5.0,1465,5.0,SMS Sent,Operations Management,Unemployed,Will revert after reading the email,SMS Sent
API,Organic Search,1,15.0,914,5.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,0,5.0,335,1.25,Page Visited on Website,Marketing Management,Unemployed,Ringing,Page Visited on Website
Landing Page Submission,Direct Traffic,1,3.0,1886,3.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,Will revert after reading the email,SMS Sent
API,Olark Chat,0,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Ringing,SMS Sent
Landing Page Submission,Direct Traffic,0,2.0,84,2.0,Email Opened,IT Projects Management,Unemployed,Ringing,Email Opened
Landing Page Submission,Google,0,5.0,282,2.5,Page Visited on Website,International Business,Unemployed,Graduation in progress,Modified
API,Organic Search,0,6.0,155,6.0,SMS Sent,Unknown,Unemployed,Ringing,SMS Sent
Landing Page Submission,Direct Traffic,0,2.0,1047,2.0,Email Opened,Operations Management,Unemployed,Already a student,Email Opened
API,Organic Search,0,4.0,1144,2.0,Email Opened,Unknown,Unemployed,Ringing,Email Opened
API,Olark Chat,0,1.0,101,1.0,SMS Sent,Supply Chain Management,Unemployed,Ringing,SMS Sent
Landing Page Submission,Organic Search,0,13.0,181,13.0,SMS Sent,Finance Management,Unemployed,Ringing,SMS Sent
Landing Page Submission,Direct Traffic,0,3.0,202,3.0,Page Visited on Website,Supply Chain Management,Unemployed,Ringing,Page Visited on Website
Landing Page Submission,Direct Traffic,1,2.0,1201,2.0,Email Opened,IT Projects Management,Unemployed,Will revert after reading the email,Email Opened
API,Direct Traffic,1,2.0,2140,2.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,1,8.0,826,1.6,Page Visited on Website,Business Administration,Working Professional,Will revert after reading the email,Page Visited on Website
Landing Page Submission,Direct Traffic,1,18.0,239,3.0,Email Opened,Operations Management,Other,Closed by Horizzon,Email Opened
Landing Page Submission,Direct Traffic,1,5.0,1186,5.0,SMS Sent,Supply Chain Management,Unemployed,Will revert after reading the email,SMS Sent
API,Google,1,26.0,1157,2.17,Email Opened,Marketing Management,Unemployed,Will revert after reading the email,Email Opened
Landing Page Submission,Direct Traffic,0,1.0,218,1.0,Email Bounced,IT Projects Management,Unknown,Unknown,Modified
Landing Page Submission,Organic Search,0,3.0,10,3.0,Page Visited on Website,IT Projects Management,Unemployed,Not doing further education,Modified
Landing Page Submission,Organic Search,1,8.0,1400,4.0,SMS Sent,Hospitality Management,Unemployed,Will revert after reading the email,SMS Sent
API,Google,0,1.0,1161,1.0,Converted to Lead,Unknown,Unemployed,Interested in other courses,Modified
Landing Page Submission,Direct Traffic,0,3.0,292,3.0,Email Opened,Human Resource Management,Unemployed,Interested in other courses,Email Opened
API,Olark Chat,1,0.0,0,0.0,Email Opened,Travel and Tourism,Unemployed,Will revert after reading the email,Email Opened
Lead Add Form,Reference,1,0.0,159,0.0,Email Opened,Marketing Management,Other,Will revert after reading the email,Modified
Landing Page Submission,Organic Search,1,4.0,1,4.0,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Google,1,4.0,1568,4.0,Email Opened,Finance Management,Housewife,Will revert after reading the email,Email Opened
Lead Add Form,Reference,1,0.0,2081,0.0,Email Opened,Hospitality Management,Unemployed,Closed by Horizzon,Modified
Landing Page Submission,Direct Traffic,0,2.0,1151,2.0,Converted to Lead,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,1,3.0,803,3.0,SMS Sent,Human Resource Management,Unemployed,Will revert after reading the email,SMS Sent
API,Organic Search,0,5.0,92,5.0,Email Opened,Operations Management,Unemployed,Interested in other courses,Email Opened
Landing Page Submission,Direct Traffic,0,3.0,335,3.0,Email Bounced,IT Projects Management,Unemployed,Not doing further education,Modified
API,Google,0,3.0,636,1.5,Page Visited on Website,Unknown,Unknown,Unknown,Page Visited on Website
Landing Page Submission,Organic Search,0,5.0,87,5.0,Email Bounced,Travel and Tourism,Unemployed,Already a student,Email Bounced
Landing Page Submission,Google,0,1.0,246,1.0,Email Bounced,Human Resource Management,Unemployed,invalid number,Modified
Landing Page Submission,Google,0,7.0,202,7.0,Page Visited on Website,Operations Management,Unemployed,Diploma holder (Not Eligible),Modified
API,Olark Chat,0,1.0,132,1.0,Olark Chat Conversation,Unknown,Unemployed,switched off,Olark Chat Conversation
API,Google,1,7.0,1479,2.33,SMS Sent,Unknown,Unknown,Unknown,SMS Sent
Lead Add Form,Welingak Website,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
Landing Page Submission,Direct Traffic,0,1.0,273,1.0,Converted to Lead,Unknown,Unknown,Unknown,Modified
API,Direct Traffic,1,11.0,1411,1.38,Email Opened,Human Resource Management,Working Professional,Lost to EINS,Email Opened
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unemployed,Ringing,Email Opened
Landing Page Submission,Direct Traffic,0,5.0,1340,1.67,SMS Sent,Healthcare Management,Unemployed,Ringing,SMS Sent
Landing Page Submission,Direct Traffic,1,6.0,1317,6.0,SMS Sent,Marketing Management,Unemployed,Will revert after reading the email,SMS Sent
Lead Add Form,Welingak Website,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
Landing Page Submission,Organic Search,1,4.0,56,4.0,Email Bounced,Finance Management,Working Professional,Closed by Horizzon,Email Bounced
Landing Page Submission,Direct Traffic,0,9.0,69,4.5,SMS Sent,Human Resource Management,Unemployed,Ringing,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unemployed,Interested in other courses,Email Opened
API,Google,1,2.0,1345,1.0,Email Opened,Business Administration,Other,Will revert after reading the email,Email Opened
Landing Page Submission,Direct Traffic,0,3.0,95,3.0,Email Bounced,IT Projects Management,Unknown,Unknown,Modified
API,Direct Traffic,0,4.0,287,2.0,Page Visited on Website,Unknown,Unknown,Unknown,Modified
Lead Add Form,Reference,1,0.0,0,0.0,Email Opened,Human Resource Management,Working Professional,Closed by Horizzon,Email Opened
Lead Add Form,Reference,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,0,2.0,346,2.0,SMS Sent,Operations Management,Unemployed,Ringing,SMS Sent
Landing Page Submission,Direct Traffic,1,4.0,72,4.0,Email Opened,Human Resource Management,Unemployed,Closed by Horizzon,Modified
Landing Page Submission,Direct Traffic,1,5.0,1449,5.0,SMS Sent,Finance Management,Unemployed,Unknown,SMS Sent
Landing Page Submission,Direct Traffic,1,5.0,1270,2.5,SMS Sent,Marketing Management,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,0,2.0,1372,2.0,SMS Sent,Retail Management,Unemployed,switched off,SMS Sent
API,Google,1,6.0,1016,3.0,Olark Chat Conversation,Operations Management,Working Professional,Will revert after reading the email,Olark Chat Conversation
Landing Page Submission,Google,0,4.0,364,4.0,Email Opened,Human Resource Management,Unemployed,switched off,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Student,Already a student,Olark Chat Conversation
Landing Page Submission,Direct Traffic,0,11.0,148,2.2,Olark Chat Conversation,Human Resource Management,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Student,Already a student,Email Opened
Landing Page Submission,Google,0,3.0,298,3.0,Email Opened,Retail Management,Unemployed,Unknown,Email Opened
Landing Page Submission,Google,0,2.0,252,2.0,Form Submitted on Website,Human Resource Management,Unemployed,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Student,Already a student,Email Opened
Lead Add Form,Reference,1,0.0,1313,0.0,Email Opened,Hospitality Management,Working Professional,Will revert after reading the email,Modified
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unemployed,Unknown,Email Opened
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Student,Already a student,Email Opened
Lead Add Form,Reference,1,7.0,1052,2.33,Email Opened,Marketing Management,Unemployed,Will revert after reading the email,Email Opened
API,Olark Chat,1,10.0,1156,3.33,Email Opened,International Business,Unemployed,Unknown,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unemployed,Diploma holder (Not Eligible),Modified
API,Olark Chat,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
API,Organic Search,1,6.0,1181,2.0,SMS Sent,Unknown,Student,Will revert after reading the email,SMS Sent
Landing Page Submission,Organic Search,0,7.0,212,3.5,SMS Sent,Business Administration,Unemployed,Ringing,SMS Sent
Landing Page Submission,Organic Search,1,12.0,1805,3.0,SMS Sent,Media and Advertising,Unemployed,Unknown,SMS Sent
Landing Page Submission,Direct Traffic,0,2.0,33,2.0,Email Opened,Operations Management,Unemployed,switched off,Email Opened
API,Google,0,3.0,320,3.0,Olark Chat Conversation,Unknown,Unemployed,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Ringing,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Student,Already a student,Modified
Landing Page Submission,Direct Traffic,0,2.0,142,2.0,Email Opened,Supply Chain Management,Unemployed,Not doing further education,Email Opened
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unemployed,Interested in other courses,Email Opened
Lead Add Form,Reference,1,0.0,0,0.0,Email Opened,Unknown,Unemployed,Closed by Horizzon,Email Opened
Landing Page Submission,Direct Traffic,1,2.0,64,2.0,SMS Sent,IT Projects Management,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,0,1.0,262,1.0,Converted to Lead,Operations Management,Unemployed,Ringing,Modified
API,Google,0,5.0,1037,5.0,Email Opened,Human Resource Management,Unemployed,Unknown,Email Opened
Landing Page Submission,Google,0,3.0,1489,3.0,SMS Sent,IT Projects Management,Unemployed,Ringing,SMS Sent
Landing Page Submission,Organic Search,1,8.0,924,4.0,Email Opened,International Business,Unemployed,Ringing,Email Opened
API,Olark Chat,1,0.0,0,0.0,SMS Sent,Unknown,Working Professional,Unknown,SMS Sent
Landing Page Submission,Organic Search,1,4.0,1078,1.33,SMS Sent,Travel and Tourism,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,0,4.0,432,4.0,Email Opened,Marketing Management,Student,Already a student,Email Opened
Landing Page Submission,Direct Traffic,0,12.0,277,2.4,Page Visited on Website,Unknown,Unemployed,Ringing,Page Visited on Website
Landing Page Submission,Google,0,3.0,87,3.0,SMS Sent,Finance Management,Unemployed,Ringing,SMS Sent
Landing Page Submission,Direct Traffic,1,2.0,1112,2.0,SMS Sent,Marketing Management,Working Professional,Will revert after reading the email,SMS Sent
API,Google,0,2.0,96,2.0,Email Opened,Unknown,Unemployed,Ringing,Email Opened
Landing Page Submission,Direct Traffic,0,2.0,479,2.0,Email Opened,Marketing Management,Unemployed,Ringing,Email Opened
Landing Page Submission,Organic Search,0,6.0,397,6.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,Ringing,SMS Sent
Landing Page Submission,Google,0,8.0,233,2.0,Email Opened,Human Resource Management,Unknown,Unknown,Email Opened
API,Organic Search,0,9.0,1932,9.0,Olark Chat Conversation,E-Business,Unemployed,Graduation in progress,Modified
Landing Page Submission,Direct Traffic,1,2.0,1876,2.0,SMS Sent,Marketing Management,Working Professional,Will revert after reading the email,SMS Sent
API,Olark Chat,1,3.0,1110,1.5,Email Opened,Human Resource Management,Unemployed,Will revert after reading the email,Email Opened
Landing Page Submission,Direct Traffic,0,4.0,469,4.0,SMS Sent,Human Resource Management,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unemployed,wrong number given,Email Opened
Landing Page Submission,Google,0,2.0,212,2.0,SMS Sent,Media and Advertising,Unemployed,Ringing,SMS Sent
Landing Page Submission,Organic Search,0,5.0,912,5.0,Email Opened,Marketing Management,Unemployed,invalid number,Email Opened
Landing Page Submission,Organic Search,0,11.0,319,11.0,Email Bounced,E-COMMERCE,Unemployed,Graduation in progress,Modified
API,Google,1,3.0,832,1.5,Email Opened,Unknown,Unemployed,Will revert after reading the email,Email Opened
Landing Page Submission,Organic Search,1,6.0,1259,6.0,SMS Sent,Healthcare Management,Working Professional,Will revert after reading the email,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unemployed,switched off,Email Opened
Landing Page Submission,Direct Traffic,1,3.0,122,3.0,Email Opened,Operations Management,Unknown,Unknown,Email Opened
Landing Page Submission,Direct Traffic,0,4.0,487,1.33,Email Opened,Unknown,Unemployed,Unknown,Email Opened
API,Olark Chat,0,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,2.0,1438,2.0,Page Visited on Website,Media and Advertising,Unemployed,invalid number,Page Visited on Website
Landing Page Submission,Direct Traffic,0,1.0,384,1.0,Email Bounced,Human Resource Management,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,1,6.0,1477,6.0,Email Opened,Human Resource Management,Unknown,Unknown,Email Opened
Landing Page Submission,Direct Traffic,0,3.0,7,3.0,SMS Sent,Marketing Management,Unemployed,Ringing,SMS Sent
Landing Page Submission,Direct Traffic,0,3.0,956,1.5,Email Opened,Finance Management,Unemployed,Already a student,Email Opened
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,3.0,54,1.5,Page Visited on Website,Human Resource Management,Unknown,Unknown,Page Visited on Website
API,Organic Search,1,24.0,1527,24.0,Page Visited on Website,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Direct Traffic,0,3.0,270,3.0,SMS Sent,Operations Management,Unemployed,wrong number given,SMS Sent
Landing Page Submission,Direct Traffic,1,2.0,1258,2.0,Email Opened,"Banking, Investment And Insurance",Unknown,Unknown,Modified
API,Olark Chat,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Organic Search,0,6.0,137,6.0,Page Visited on Website,Marketing Management,Unemployed,Interested in other courses,Modified
Lead Add Form,Reference,1,0.0,1216,0.0,Email Bounced,Unknown,Unemployed,Will revert after reading the email,Modified
API,Google,1,2.0,1416,1.0,SMS Sent,Finance Management,Working Professional,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,1,16.0,1226,2.0,Email Opened,Supply Chain Management,Unemployed,Unknown,Email Opened
Landing Page Submission,Google,1,11.0,332,2.75,SMS Sent,IT Projects Management,Unemployed,Ringing,SMS Sent
Landing Page Submission,Direct Traffic,0,4.0,104,4.0,SMS Sent,Supply Chain Management,Unemployed,switched off,SMS Sent
API,Olark Chat,1,0.0,0,0.0,Email Opened,Unknown,Unemployed,Unknown,Email Opened
Landing Page Submission,Direct Traffic,1,4.0,1119,4.0,SMS Sent,Marketing Management,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,0,3.0,1237,1.0,Email Bounced,IT Projects Management,Unknown,Unknown,Modified
API,Google,0,2.0,247,2.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Organic Search,1,15.0,1205,3.75,SMS Sent,Rural and Agribusiness,Unemployed,Unknown,SMS Sent
Landing Page Submission,Google,0,4.0,434,4.0,Email Opened,Finance Management,Unemployed,Ringing,Email Opened
Landing Page Submission,Direct Traffic,0,2.0,10,2.0,Email Opened,Marketing Management,Unemployed,Ringing,Email Opened
Lead Add Form,Welingak Website,1,0.0,0,0.0,Email Opened,Unknown,Unemployed,Unknown,Email Opened
Landing Page Submission,Organic Search,1,7.0,1780,7.0,SMS Sent,Marketing Management,Unemployed,Will revert after reading the email,SMS Sent
Lead Add Form,Reference,1,0.0,266,0.0,Email Bounced,International Business,Unemployed,Will revert after reading the email,Modified
API,Google,0,2.0,1210,2.0,SMS Sent,Unknown,Unemployed,Ringing,SMS Sent
API,Google,1,2.0,208,2.0,SMS Sent,Marketing Management,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Google,1,4.0,1549,4.0,Email Opened,Finance Management,Unemployed,Lost to EINS,Modified
Landing Page Submission,Direct Traffic,0,11.0,420,5.5,Email Opened,Business Administration,Unemployed,invalid number,Email Opened
Landing Page Submission,Google,1,8.0,1061,2.67,SMS Sent,"Banking, Investment And Insurance",Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,0,2.0,385,2.0,Email Bounced,Finance Management,Unemployed,Will revert after reading the email,Modified
Landing Page Submission,Direct Traffic,0,4.0,18,4.0,Email Opened,Finance Management,Unemployed,switched off,Email Opened
API,Google,0,2.0,334,1.0,Email Opened,Unknown,Unemployed,Interested  in full time MBA,Email Opened
API,Olark Chat,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Will revert after reading the email,SMS Sent
Landing Page Submission,Direct Traffic,1,2.0,157,2.0,SMS Sent,Finance Management,Unemployed,Will revert after reading the email,SMS Sent
API,Olark Chat,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Modified
Landing Page Submission,Organic Search,0,7.0,339,3.5,SMS Sent,Travel and Tourism,Unknown,Unknown,Modified
Landing Page Submission,Google,0,3.0,235,3.0,Email Opened,Marketing Management,Unemployed,Unknown,Email Opened
Landing Page Submission,Google,0,4.0,758,4.0,Email Opened,International Business,Unknown,Unknown,Modified
Landing Page Submission,Google,1,4.0,1317,4.0,Email Opened,Finance Management,Unemployed,Lost to EINS,Modified
API,Olark Chat,1,0.0,0,0.0,SMS Sent,Unknown,Unemployed,Unknown,SMS Sent
Landing Page Submission,Direct Traffic,0,2.0,412,2.0,Email Opened,Finance Management,Unemployed,Ringing,Email Opened
Landing Page Submission,Google,1,4.0,1599,4.0,Email Opened,Human Resource Management,Unemployed,Closed by Horizzon,Modified
